,domain,nb_item,nb_item_search,nb_item_bought,413163,
1189,MLM-PEDAL_EFFECTS,51,75,0,413163,100%
1190,MLM-PICTURE_FRAMES,78,155,0,413163,100%
1192,MLM-AUTOMOTIVE_SPEED_SENSORS,40,46,0,413163,100%
1193,MLM-CAR_TURN_SIGNAL_LIGHTS,77,115,0,413163,100%
1194,MLM-ANTIBACTERIAL_GELS,15,4,0,413163,100%
1196,MLM-RATTLES,29,42,0,413163,100%
1198,MLM-PREGNANCY_AND_OVULATION_TESTS,22,38,0,413163,100%
1200,MLM-PARKING_BRAKE_HANDLES,22,25,0,413163,100%
1201,MLM-STOOLS,94,113,0,413163,100%
1204,MLM-TALCUMS,6,6,0,413163,100%
1205,MLM-REFRIGERATOR_AND_FREEZER_SENSORS,5,5,0,413163,100%
1206,MLM-INDUSTRIAL_EXHAUST_FANS,31,33,0,413163,100%
1214,MLM-DINING_TABLES,102,103,0,413163,100%
1218,MLM-BILLIARD_TABLES,64,138,0,413163,100%
1219,MLM-AUTOMOTIVE_SPEAKER_BOXES,67,71,0,413163,100%
1220,MLM-DOG_LEASHES,60,74,0,413163,100%
1223,MLM-INDUSTRIAL_ATOMIZER_MILLS,7,7,0,413163,100%
1227,MLM-AUTOMOTIVE_DEFLECTORS,106,125,0,413163,100%
1229,MLM-MOTORCYCLE_LICENSE_PLATE_BRACKETS,6,6,0,413163,100%
1231,MLM-AUTOMOTIVE_EXTERIOR_DOOR_HANDLES,119,160,0,413163,100%
1232,MLM-TELEVISION_MAIN_PLATE_REPLACEMENTS,85,83,0,413163,100%
1233,MLM-AUTOMOTIVE_HEATER_HOSES,22,29,0,413163,100%
1234,MLM-BASKETBALL_JERSEYS,55,76,0,413163,100%
1235,MLM-HAND_WIRE_BRUSHES,4,5,0,413163,100%
1237,MLM-FLAGS,34,58,0,413163,100%
1241,MLM-CATALOGS,3,3,0,413163,100%
1242,MLM-NON_SLIP_TAPES,13,17,0,413163,100%
1243,MLM-BICYCLE_FRAMES,81,121,0,413163,100%
1244,MLM-RETAIL_SPACE_FOR_SALE,7,11,0,413163,100%
1246,MLM-TUBE_BENDERS,5,2,0,413163,100%
1248,MLM-HYDROPONIC_FOAMS,4,7,0,413163,100%
1249,MLM-FURNITURE_DOOR_AND_WINDOW_HINGES,41,41,0,413163,100%
1250,MLM-CHRISTMAS_DOLLS,92,94,0,413163,100%
1252,MLM-MOTORCYCLE_WINDSHIELDS,21,16,0,413163,100%
1253,MLM-HOUSE_NUMBERS,10,10,0,413163,100%
1254,MLM-LAPTOP_HINGES,13,17,0,413163,100%
1255,MLM-CNC_LATHES,10,11,0,413163,100%
1257,MLM-WATER_BEADS,12,9,0,413163,100%
1259,MLM-CONTAINER_CAPS_AND_PLUGS,5,4,0,413163,100%
1261,MLM-OFFICES_FOR_RENT,10,12,0,413163,100%
1262,MLM-FIREFIGHTER_UNIFORMS,3,5,0,413163,100%
1265,MLM-WALKMANS,37,32,0,413163,100%
1267,MLM-AUTOMOTIVE_ENGINE_COOLANT_THERMOSTATS,51,86,0,413163,100%
1269,MLM-DENTAL_CURING_LIGHTS,4,2,0,413163,100%
1270,MLM-ELECTRICAL_BALLASTS,3,0,0,413163,100%
1271,MLM-DECORATIVE_PANELS,25,29,0,413163,100%
1272,MLM-GLASSES_REPLACEMENT_LENSES,19,44,0,413163,100%
1281,MLM-SELF_CONTAINED_BREATHING_APPARATUS,2,2,0,413163,100%
1284,MLM-MOTORCYCLE_ENGINES,22,29,0,413163,100%
1285,MLM-FISH_TANK_THERMOMETERS,9,20,0,413163,100%
1288,MLM-KIDS_PLAYSETS,20,45,0,413163,100%
1289,MLM-LIP_BALMS,31,47,0,413163,100%
1290,MLM-BABY_ACTIVITY_CENTERS,36,45,0,413163,100%
1291,MLM-CONFETTI_SHOOTERS,12,29,0,413163,100%
1295,MLM-SPORT_SKIRTS,9,10,0,413163,100%
1297,MLM-DRYER_MACHINES,38,49,0,413163,100%
1300,MLM-FONDUE_SETS,7,4,0,413163,100%
1301,MLM-PRECIOUS_AND_SEMI_PRECIOUS_STONES,149,180,0,413163,100%
1303,MLM-BALSAMIC_VINEGARS,1,1,0,413163,100%
1306,MLM-CAR_CUP_HOLDERS,102,153,0,413163,100%
1308,MLM-MUSICAL_ORGANS,10,1,0,413163,100%
1309,MLM-LANDS_FOR_RENT,15,15,0,413163,100%
1310,MLM-PENCIL_SHARPENERS,21,27,0,413163,100%
1314,MLM-NIGHTSTANDS,72,84,0,413163,100%
1315,MLM-DUSTERS,6,6,0,413163,100%
1316,MLM-NATIVITY_SCENES,38,46,0,413163,100%
1317,MLM-HAND_TRUCKS,26,49,0,413163,100%
1320,MLM-MEATS,46,84,0,413163,100%
1321,MLM-CELLPHONE_CAMERA_REPLACEMENT_LENSES,29,77,0,413163,100%
1322,MLM-DREAMCATCHERS,16,31,0,413163,100%
1323,MLM-SANDPAPERS,91,119,0,413163,100%
1324,MLM-BICYCLE_RIMS,79,99,0,413163,100%
1325,MLM-HAND_BLENDERS,22,30,0,413163,100%
1327,MLM-MOTORCYCLE_TAIL_LIGHTS,26,30,0,413163,100%
1328,MLM-AUTOMOTIVE_WIRE_HARNESSES,100,118,0,413163,100%
1329,MLM-PROJECTOR_LAMPS,18,17,0,413163,100%
1330,MLM-FISHING_SINKERS,4,3,0,413163,100%
1331,MLM-DRILL_STANDS,24,34,0,413163,100%
1332,MLM-PACKAGING_ROLLS,25,25,0,413163,100%
1333,MLM-BONGOS,13,24,0,413163,100%
1334,MLM-ELECTRONIC_ENTRANCE_INTERCOMS,61,79,0,413163,100%
1335,MLM-AUTOMOTIVE_OXYGEN_SENSORS,67,59,0,413163,100%
1339,MLM-JUKEBOXES,60,74,0,413163,100%
1340,MLM-PET_WHEELCHAIRS,8,15,0,413163,100%
1341,MLM-MOTORCYCLE_LIGHT_SWITCHES,11,17,0,413163,100%
1342,MLM-KITCHEN_CABINETS,298,387,0,413163,100%
1343,MLM-HOLE_PUNCHES,32,40,0,413163,100%
1344,MLM-HOME_KNITTING_MACHINES,1,1,0,413163,100%
1345,MLM-RADIATOR_CAPS,35,38,0,413163,100%
1346,MLM-WOOD_FLOORINGS,44,50,0,413163,100%
1347,MLM-MOTORCYCLE_ENGINE_CAMSHAFTS,5,6,0,413163,100%
1348,MLM-NAIL_STRENGTHENERS,7,11,0,413163,100%
1350,MLM-WATER_AND_EXTREME_SPORTS_EQUIPMENT,34,36,0,413163,100%
1351,MLM-MEDICAL_EXAM_TABLES,19,26,0,413163,100%
1354,MLM-EROTIC_MALE_UNDERWEAR,16,7,0,413163,100%
1355,MLM-THERMAL_REFRIGERATORS_AND_BAGS,122,185,0,413163,100%
1356,MLM-AUTOMOTIVE_DOOR_LATCHES,50,65,0,413163,100%
1358,MLM-BABY_BIBS,45,79,0,413163,100%
1359,MLM-BRICKS,23,27,0,413163,100%
1361,MLM-EAR_TAG_APPLICATORS,6,9,0,413163,100%
1362,MLM-NAIL_STAMPING_PLATES,35,55,0,413163,100%
1364,MLM-TRUCKS,151,177,0,413163,100%
1368,MLM-TREADMILL_RUNNING_BELTS,2,2,0,413163,100%
1369,MLM-FIBER_OPTIC_POWER_METERS,2,3,0,413163,100%
1372,MLM-PLACEMATS,41,63,0,413163,100%
1373,MLM-TOOL_POUCHES,43,53,0,413163,100%
1374,MLM-COMBUSTION_WATER_PUMPS,37,21,0,413163,100%
1375,MLM-BABY_GROOMING_KITS,13,22,0,413163,100%
1378,MLM-FILING_CABINETS,32,28,0,413163,100%
1379,MLM-PIANOS,48,53,0,413163,100%
1381,MLM-AUTOMOTIVE_WEATHERSTRIPS,109,131,0,413163,100%
1383,MLM-CONSTRUCTION_MACHINERY,30,30,0,413163,100%
1385,MLM-WAREHOUSES_FOR_RENT,6,4,0,413163,100%
1391,MLM-ICE_BUCKETS,4,6,0,413163,100%
1392,MLM-HEARING_PROTECTORS,27,34,0,413163,100%
1393,MLM-MAKEUP_ILLUMINATORS,38,36,0,413163,100%
1394,MLM-3D_GLASSES,20,23,0,413163,100%
1396,MLM-MOTORCYCLE_FENDERS,50,73,0,413163,100%
1397,MLM-3D_PENS,22,44,0,413163,100%
1399,MLM-TEST_TUBE_RACKS,3,1,0,413163,100%
1400,MLM-CANDLE_WAXES,3,0,0,413163,100%
1401,MLM-MANUAL_TRANSMISSION_SHIFT_LEVER_BOOTS,7,9,0,413163,100%
1402,MLM-AUTOMOTIVE_MANUAL_WINDOW_REGULATOR_SYSTEMS,14,17,0,413163,100%
1403,MLM-ELEVATED_PLATFORMS,10,12,0,413163,100%
1404,MLM-HAIR_REMOVAL,20,45,0,413163,100%
1405,MLM-PASTEL_PAINTS,13,28,0,413163,100%
1407,MLM-BABY_BLANKETS,45,83,0,413163,100%
1408,MLM-WATCH_BOXES,3,2,0,413163,100%
1410,MLM-ACTION_CAMERA_MOUNTS,34,50,0,413163,100%
1412,MLM-VOLTAGE_CONVERTERS,26,36,0,413163,100%
1414,MLM-DOOR_AND_WINDOW_LATCHES,7,7,0,413163,100%
1416,MLM-KITES,2,2,0,413163,100%
1417,MLM-REUSABLE_ICE_CUBES,15,10,0,413163,100%
1418,MLM-ELECTRIC_SANDWICH_MAKERS,19,22,0,413163,100%
1419,MLM-MOTORCYCLE_JERSEYS,55,39,0,413163,100%
1420,MLM-KIDS_PLAYHOUSES,96,135,0,413163,100%
1421,MLM-KITCHEN_RANGE_HOODS,45,80,0,413163,100%
1422,MLM-SUP_BOARDS,2,1,0,413163,100%
1425,MLM-AUTOMOTIVE_AC_CONTROL_PANELS,24,20,0,413163,100%
1426,MLM-FURNITURE_GLIDES,14,15,0,413163,100%
1428,MLM-BEARD_KITS,20,28,0,413163,100%
1431,MLM-INDUCTIVE_SENSORS,14,21,0,413163,100%
1433,MLM-CUTICLE_PUSHERS,6,4,0,413163,100%
1434,MLM-KEYBOARD_CONTROLLERS,30,18,0,413163,100%
1437,MLM-MODEL_RAILROADING_TRACKS,7,4,0,413163,100%
1438,MLM-MONOCULARS,29,45,0,413163,100%
1439,MLM-AIR_FRESHENERS,31,24,0,413163,100%
1440,MLM-GRAVY_BOATS,12,19,0,413163,100%
1441,MLM-LETTER_TRAYS,11,17,0,413163,100%
1442,MLM-AUTOMOTIVE_ROOF_CARGO_BASKETS,66,121,0,413163,100%
1443,MLM-MOTORCYCLE_VOLTAGE_REGULATORS,16,18,0,413163,100%
1445,MLM-CONCERTINA_WIRES,17,34,0,413163,100%
1446,MLM-DRAWING_BOARDS_AND_TABLES,18,22,0,413163,100%
1448,MLM-LOCKERS,23,45,0,413163,100%
1449,MLM-PET_TOY_BALLS,7,6,0,413163,100%
1450,MLM-MARTIAL_ARTS_FOCUS_MITTS_AND_RACKETS,16,21,0,413163,100%
1451,MLM-AUTOMOTIVE_TIMING_BELTS,25,38,0,413163,100%
1452,MLM-PATIO_FURNITURE_SETS,17,23,0,413163,100%
1453,MLM-BICYCLE_BAGS,32,54,0,413163,100%
1456,MLM-AUTOMOTIVE_HEAD_GASKETS,20,14,0,413163,100%
1458,MLM-MOTORCYCLE_IGNITION_COILS,9,8,0,413163,100%
1459,MLM-HAIR_REMOVAL_KITS,14,20,0,413163,100%
1460,MLM-PARTY_GLASSES,28,41,0,413163,100%
1461,MLM-MEASURING_CUPS_AND_JUGS,14,26,0,413163,100%
1462,MLM-ABS_SENSORS,33,27,0,413163,100%
1465,MLM-CROSSBREED_DOGS,16,11,0,413163,100%
1469,MLM-CELLPHONE_AND_TABLET_MOTHERBOARDS,87,98,0,413163,100%
1471,MLM-COLLECTIBLE_PHONE_CARDS,12,8,0,413163,100%
1472,MLM-AMBULANCE_STRETCHERS,23,22,0,413163,100%
1476,MLM-CLEANING_TROLLEYS,4,3,0,413163,100%
1477,MLM-MOTORCYCLE_SEAT_COVERS,23,41,0,413163,100%
1479,MLM-GREASE_TRAPS,12,33,0,413163,100%
1480,MLM-DRUMHEADS,41,40,0,413163,100%
1481,MLM-IRONING_BOARDS,37,47,0,413163,100%
1483,MLM-MOTORCYCLE_BRAKE_MASTER_CYLINDER_RESERVOIRS,2,3,0,413163,100%
1484,MLM-CORRECTION_TAPES_AND_FLUIDS,6,12,0,413163,100%
1485,MLM-TELEPHONE_CABLES,17,23,0,413163,100%
1486,MLM-SWIM_CAPS,23,32,0,413163,100%
1487,MLM-AUTOMOTIVE_HAZARD_WARNING_SWITCHES,21,17,0,413163,100%
1490,MLM-BAKERY_RACKS,13,7,0,413163,100%
1491,MLM-AUTOMOTIVE_BATTERY_JUMPER_CABLES,27,41,0,413163,100%
1492,MLM-PRINTER_PICK_UP_ROLLERS,4,5,0,413163,100%
1493,MLM-ICE_MAKERS,27,41,0,413163,100%
1495,MLM-NAIL_POLISH_REMOVERS,10,13,0,413163,100%
1496,MLM-IDLER_ARMS,10,12,0,413163,100%
1497,MLM-TAPE_MEASURES,21,22,0,413163,100%
1499,MLM-TOY_BOWS_AND_ARROWS,5,4,0,413163,100%
1500,MLM-LAUNDRY_BASKETS,23,14,0,413163,100%
1502,MLM-WOODEN_CRATES,49,89,0,413163,100%
1503,MLM-GARDENING,104,134,0,413163,100%
1505,MLM-WALL_ANCHOR_PLUGS,25,30,0,413163,100%
1506,MLM-EASELS,11,22,0,413163,100%
1507,MLM-SPORT_AND_SECURITY_WHISTLES,35,88,0,413163,100%
1509,MLM-BIRD_DRINKERS_AND_FEEDERS,63,75,0,413163,100%
1510,MLM-COMBUSTION_PRESSURE_WASHERS,24,44,0,413163,100%
1513,MLM-TREAT_DISPENSING_PET_TOYS,11,3,0,413163,100%
1514,MLM-KIDS_EASELS,14,13,0,413163,100%
1516,MLM-LAPTOP_POWER_BUTTON_BOARDS,2,1,0,413163,100%
1517,MLM-VEHICLE_CARBURETOR_ACCELERATOR_CABLES,17,19,0,413163,100%
1518,MLM-MAF_SENSORS,43,49,0,413163,100%
1520,MLM-BABY_JUMPERS,13,10,0,413163,100%
1522,MLM-HYDROPONIC_NUTRIENTS,11,12,0,413163,100%
1523,MLM-SPORT_WEIGHT_VESTS,42,78,0,413163,100%
1525,MLM-3D_PRINTER_NOZZLES,68,88,0,413163,100%
1526,MLM-RODENT_TOYS,56,86,0,413163,100%
1527,MLM-MIRRORS,75,124,0,413163,100%
1528,MLM-HOOD_LOCKS,17,22,0,413163,100%
1529,MLM-BABY_TOWELS,4,3,0,413163,100%
1530,MLB-CARS_AND_VANS,41420,65013,0,413163,100%
1534,MLB-AUTOMOTIVE_DEGREASERS,83,110,0,413163,100%
1536,MLM-ANGLE_FINDERS,13,20,0,413163,100%
1537,MLM-COURSES,16,20,0,413163,100%
1544,MLM-COMMERCIAL_LIGHT_SIGNS,21,29,0,413163,100%
1546,MLM-GAME_CONSOLE_CAMERAS_AND_SENSOR_BARS,33,43,0,413163,100%
1548,MLM-VEHICLE_CLUTCH_CABLES,6,6,0,413163,100%
1553,MLM-ECG_MACHINES,4,2,0,413163,100%
1554,MLM-MEAT_GRINDERS,45,18,0,413163,100%
1555,MLM-MODEL_RAILROADING_LOCOMOTIVES,27,29,0,413163,100%
1556,MLM-ENGINE_OIL_PRESSURE_SENSORS,33,26,0,413163,100%
1557,MLB-CPAP_MACHINES,61,45,0,413163,100%
1567,MLB-HIP_SCARVES,35,59,0,413163,100%
1571,MLM-BICYCLE_SPOKES,2,3,0,413163,100%
1572,MLM-CAR_CENTER_CONSOLES,55,140,0,413163,100%
1577,MLB-TRUMPETS,128,157,0,413163,100%
1582,MLM-MODELISM_WAR_TANKS,8,5,0,413163,100%
1583,MLM-TABLE_BASES,3,4,0,413163,100%
1584,MLM-MOTORCYCLE_GEARBOXES,13,20,0,413163,100%
1586,MLM-TABLE_DRILLS,65,101,0,413163,100%
1588,MLM-BASKETBALL_BACKBOARDS_AND_HOOPS,26,34,0,413163,100%
1590,MLM-TOOL_ORGANIZERS,2,1,0,413163,100%
1592,MLM-MASSAGE_SOFAS,9,8,0,413163,100%
1600,MLB-CIGARETTE_FILTERS,74,107,0,413163,100%
1603,MLM-FOOD_SLICERS,36,26,0,413163,100%
1604,MLM-FERTILE_BIRD_EGGS,5,7,0,413163,100%
1605,MLM-PHOTOGRAPHIC_MINILABS,17,10,0,413163,100%
1606,MLM-TAB_GRABBERS,3,3,0,413163,100%
1607,MLM-MICROWAVES,78,107,0,413163,100%
1608,MLM-CO2_LASER_TUBES,5,4,0,413163,100%
1610,MLM-TV_REPLACEMENT_BACKLIGHT_LED_STRIPS,90,60,0,413163,100%
1612,MLM-CELLOS,4,4,0,413163,100%
1613,MLM-CHOCOLATE_WATERFALLS,14,16,0,413163,100%
1615,MLM-LAPTOP_SKINS,34,40,0,413163,100%
1619,MLM-AUTOMOTIVE_FUEL_PRESSURE_REGULATORS,23,19,0,413163,100%
1622,MLM-FOOSBALL_TABLES,35,47,0,413163,100%
1624,MLM-CHALKBOARDS_AND_WHITEBOARDS,33,52,0,413163,100%
1625,MLM-DECORATIVE_BOXES,16,24,0,413163,100%
1626,MLM-TABLE_TENNIS_RACKETS,10,7,0,413163,100%
1627,MLM-CHARANGOS,9,0,0,413163,100%
1628,MLM-BICYCLE_FORKS,38,33,0,413163,100%
1630,MLM-CAR_BODY_SCOOPS,28,35,0,413163,100%
1632,MLM-MICRO_ROTARY_TOOL_KITS,12,33,0,413163,100%
1633,MLM-NAIL_TAPES,22,41,0,413163,100%
1634,MLM-AUTOMOTIVE_SPARE_TIRE_SUPPORTS,5,6,0,413163,100%
1636,MLM-LOADERS,6,1,0,413163,100%
1637,MLM-TEA_INFUSERS,46,118,0,413163,100%
1638,MLM-PLASTERING_MACHINES,5,3,0,413163,100%
1639,MLM-KITCHEN_SPOONS,27,29,0,413163,100%
1640,MLM-OTOSCOPES,23,26,0,413163,100%
1641,MLM-TENNIS_WRISTBANDS,2,1,0,413163,100%
1642,MLM-AUTOMOTIVE_ENGINE_TIMING_COVERS,11,12,0,413163,100%
1643,MLM-AUTOMOTIVE_FENDERS,68,77,0,413163,100%
1645,MLM-KITCHEN_KNIVES,15,18,0,413163,100%
1647,MLM-ELECTRIC_GRAIN_MILLS,8,8,0,413163,100%
1648,MLM-DRUM_PEDALS,16,14,0,413163,100%
1649,MLM-LAMP_HOLDERS,29,28,0,413163,100%
1650,MLM-POP_FILTERS,8,11,0,413163,100%
1651,MLM-POOL_PUMPS,9,13,0,413163,100%
1652,MLM-ENGINE_VALVES_SPRING_RETAINERS,17,18,0,413163,100%
1656,MLM-TABLET_BATTERIES,17,27,0,413163,100%
1657,MLM-NETWORK_HUBS,7,14,0,413163,100%
1660,MLM-COUGH_COLD_AND_FLU_MEDICINES,3,3,0,413163,100%
1661,MLM-PORTABLE_GAME_CONSOLE_REPLACEMENT_SCREENS,6,0,0,413163,100%
1662,MLM-CULINARY_UNIFORMS,17,34,0,413163,100%
1663,MLM-FISHING_REELS,26,25,0,413163,100%
1665,MLM-POOL_LIGHTS,27,36,0,413163,100%
1666,MLM-AUTOMOTIVE_STEERING_WHEEL_SPINNERS,28,46,0,413163,100%
1670,MLM-WAGONS,2,1,0,413163,100%
1671,MLM-SAFETY_TRIANGLES,3,4,0,413163,100%
1673,MLM-DRILL_CHUCKS,26,30,0,413163,100%
1674,MLM-WINDSHIELDS,20,56,0,413163,100%
1675,MLM-MAP_SENSORS,24,42,0,413163,100%
1676,MLM-EROTIC_COSTUMES,31,16,0,413163,100%
1677,MLM-AUTOMOTIVE_GEARBOX_MOUNT_BRACKETS,105,111,0,413163,100%
1681,MLM-CABLE_TRACKERS,3,3,0,413163,100%
1682,MLM-WORK_COVERALLS_AND_OVERALLS,9,22,0,413163,100%
1683,MLM-ELECTRIC_HAND_PLANERS,25,32,0,413163,100%
1684,MLM-SOUND_CONSOLES_AND_DJ_MIXERS,37,41,0,413163,100%
1685,MLM-FOOTWEAR_CLEANERS_AND_POLISHES,3,8,0,413163,100%
1686,MLM-CORN_KERNELS,6,5,0,413163,100%
1687,MLM-BALANCE_BICYCLES,13,17,0,413163,100%
1688,MLM-SPEAKER_GRILLS,4,2,0,413163,100%
1689,MLM-ORTHODONTIC_WAXES,6,8,0,413163,100%
1690,MLM-MANUAL_HAMMERS,32,29,0,413163,100%
1691,MLM-MAGNETIC_DRAWING_BOARDS,7,6,0,413163,100%
1692,MLM-TOY_SWORDS,19,23,0,413163,100%
1694,MLM-PEACOCKS,9,7,0,413163,100%
1695,MLM-EXAM_ROOM_FURNITURE_SETS,17,5,0,413163,100%
1696,MLM-ANTIQUE_CASH_REGISTERS,2,2,0,413163,100%
1697,MLM-PLASMA_CUTTER_CONSUMABLES_SETS,5,6,0,413163,100%
1699,MLM-MANUAL_LINT_REMOVERS,22,48,0,413163,100%
1701,MLM-POKER_TABLES,43,83,0,413163,100%
1703,MLM-FOLDERS_AND_EXPANDING_FILES,77,101,0,413163,100%
1704,MLM-HACKSAW_BLADES,15,16,0,413163,100%
1706,MLM-CAR_WINDOW_SWITCHES,76,101,0,413163,100%
1707,MLM-COLD_ROOMS,12,11,0,413163,100%
1708,MLM-TELESCOPES,109,134,0,413163,100%
1709,MLM-AQUARIUM_LIGHTS,35,39,0,413163,100%
1710,MLM-DRUMS,36,39,0,413163,100%
1712,MLM-AUTOMOTIVE_WINDOW_CRANK_HANDLES,22,31,0,413163,100%
1713,MLM-MOTORHOMES,26,35,0,413163,100%
1715,MLM-CIGAR_CUTTERS,9,10,0,413163,100%
1716,MLM-SURFBOARDS,11,9,0,413163,100%
1717,MLM-EYEBROW_LINERS,51,79,0,413163,100%
1718,MLM-TACTICAL_PANTS,13,5,0,413163,100%
1719,MLM-CARPET_AND_UPHOLSTERY_CLEANERS,12,15,0,413163,100%
1720,MLM-AUTOMOTIVE_MUD_GUARDS,72,73,0,413163,100%
1724,MLM-ROBOT_VACUUMS,29,37,0,413163,100%
1727,MLM-PET_CLIPPER_REPLACEMENT_BLADES,7,9,0,413163,100%
1728,MLM-AUTOMOTIVE_TAIL_LIGHT_LENSES,39,30,0,413163,100%
1730,MLM-MOTORCYCLE_WHEEL_AXLES,17,18,0,413163,100%
1731,MLM-DIMMERS,11,13,0,413163,100%
1732,MLM-AUTOMOTIVE_HEATER_VALVES,18,8,0,413163,100%
1733,MLM-MOTORCYCLE_STANDS,17,10,0,413163,100%
1734,MLM-PHEROMONE_CONCENTRATES,5,13,0,413163,100%
1736,MLM-EXHAUST_MANIFOLDS,4,3,0,413163,100%
1737,MLM-GAME_CONSOLE_REPLACEMENT_MOTORS,1,0,0,413163,100%
1738,MLM-HAND_AND_FOOT_CREAMS,47,60,0,413163,100%
1739,MLM-GAS_LAWN_MOWERS,24,38,0,413163,100%
1740,MLM-ELECTRIC_BLOWERS,33,67,0,413163,100%
1741,MLM-DRONE_ANTENNAS,3,4,0,413163,100%
1742,MLM-ENGINE_CRANKSHAFT_POSITION_SENSORS,46,47,0,413163,100%
1743,MLM-PRINTER_SERVERS,13,16,0,413163,100%
1746,MLM-MOTORCYCLE_WHEELS,28,34,0,413163,100%
1764,MLM-BREAKFASTS_AND_AFTERNOON_TEAS,9,14,0,413163,100%
1765,MLM-HAIRDRESSING_CLIPS,19,28,0,413163,100%
1766,MLM-BABY_REPELLENT_BUTTONS,10,18,0,413163,100%
1767,MLM-HAMBURGER_PRESSES,1,1,0,413163,100%
1769,MLM-AUTOMOTIVE_REAR_BUMPERS,95,80,0,413163,100%
1770,MLM-ELECTRIC_MASSAGE_PILLOWS,1,2,0,413163,100%
1771,MLM-COLLECTIBLE_SWORDS,98,99,0,413163,100%
1776,MLB-HOOKAH_BOWLS,153,327,0,413163,100%
1781,MLM-ROLL_BARS,21,22,0,413163,100%
1782,MLM-AUTOMOTIVE_DOORS,20,13,0,413163,100%
1785,MLM-COMMERCIAL_NO_LIGHT_SIGNS,21,18,0,413163,100%
1786,MLM-MOTORCYCLE_STARTER_SWITCH_IGNITIONS,28,51,0,413163,100%
1787,MLM-BEDLINERS,9,5,0,413163,100%
1788,MLM-MEZCALS,35,36,0,413163,100%
1789,MLM-BABY_BASSINETS_AND_MOSES_BASKETS,44,36,0,413163,100%
1790,MLM-CLAMP_METERS,31,52,0,413163,100%
1791,MLM-PHOTOCOPIERS,58,59,0,413163,100%
1802,MLM-MEASURING_WHEELS,9,12,0,413163,100%
1804,MLM-CABIN_FILTERS,25,25,0,413163,100%
1805,MLM-TACTICAL_HELMETS,25,68,0,413163,100%
1807,MLM-LASER_KEYBOARDS,13,26,0,413163,100%
1808,MLM-BASEBOARDS,12,11,0,413163,100%
1809,MLM-GRAIN_GRINDING_MACHINES,3,3,0,413163,100%
1810,MLM-MOTORCYCLE_CRASH_BARS,65,78,0,413163,100%
1814,MLM-CNC_MACHINING_CENTERS,20,26,0,413163,100%
1816,MLM-MARTIAL_ARTS_BELTS,8,9,0,413163,100%
1817,MLM-BICYCLE_BOTTLE_CAGES,8,20,0,413163,100%
1819,MLM-KEYBOARD_AND_DIGITAL_PIANO_STANDS,10,3,0,413163,100%
1821,MLM-FOOD_AND_DRINK_COLORINGS,11,6,0,413163,100%
1822,MLM-ASHTRAYS,23,29,0,413163,100%
1825,MLM-BATHROOM_ACCESSORIES_SETS,40,77,0,413163,100%
1826,MLM-MINI_PCS,73,108,0,413163,100%
1827,MLM-INDUSTRIAL_MAGNETS,35,50,0,413163,100%
1829,MLM-MICROCONTROLLERS,33,43,0,413163,100%
1830,MLM-SMARTWATCH_BATTERIES,3,3,0,413163,100%
1831,MLM-SCREWDRIVERS_SETS,30,36,0,413163,100%
1833,MLM-METAL_NAILS,5,7,0,413163,100%
1834,MLM-CABLE_ORGANIZER_BAGS,14,23,0,413163,100%
1835,MLM-PLASTIC_GRINDING_MACHINES,4,2,0,413163,100%
1838,MLM-FISHING_VESTS,14,19,0,413163,100%
1839,MLM-AUTOMOTIVE_ENGINE_OIL_PANS,18,24,0,413163,100%
1840,MLM-CUTTING_PLIERS,43,50,0,413163,100%
1841,MLM-MAKEUP_VANITIES,70,106,0,413163,100%
1851,MLM-AUDIO_CROSSOVERS,15,15,0,413163,100%
1852,MLM-GYM_WEIGHT_AND_BAR_RACKS,15,13,0,413163,100%
1855,MLM-FOOT_BATH_MASSAGERS,28,52,0,413163,100%
1857,MLM-CANTEENS,16,31,0,413163,100%
1858,MLM-TIMBALES,11,12,0,413163,100%
1859,MLM-HAND_HELD_REFRACTOMETERS,8,12,0,413163,100%
1860,MLM-FALSE_NAILS,59,54,0,413163,100%
1861,MLM-FLUTES,33,48,0,413163,100%
1862,MLM-COLLECTIBLE_CANS_BOTTLES_AND_SODA_SIPHONS,47,68,0,413163,100%
1863,MLM-BATHROOM_VANITIES,37,64,0,413163,100%
1865,MLM-ADULT_MANUAL_TRICYCLES,28,91,0,413163,100%
1866,MLM-SWIMMING_GLOVES_AND_PADDLES,9,14,0,413163,100%
1867,MLM-EQUALIZERS,21,26,0,413163,100%
1868,MLM-AUTOMOTIVE_TURN_SIGNAL_LIGHT_LENSES,3,1,0,413163,100%
1871,MLB-FALSE_CEILINGS,148,388,0,413163,100%
1872,MLM-AIR_CONDITIONER_VALVES,5,3,0,413163,100%
1873,MLM-TILE_CUTTERS,23,30,0,413163,100%
1875,MLM-CHOPSTICKS,17,31,0,413163,100%
1876,MLM-PAPER_SHREDDERS,13,21,0,413163,100%
1877,MLM-VEHICLE_CV_AXLES,26,25,0,413163,100%
1878,MLM-DRONE_BATTERY_CHARGERS,13,13,0,413163,100%
1880,MLM-ALL_TERRAIN_VEHICLE_TIRES,34,37,0,413163,100%
1882,MLM-BUBBLE_MACHINES,11,13,0,413163,100%
1883,MLM-CAR_ENGINE_CAMSHAFTS,16,4,0,413163,100%
1884,MLM-SUBMERSIBLE_PUMPS,54,64,0,413163,100%
1888,MLM-VEHICLE_TIRE_VALVES,5,5,0,413163,100%
